,sound,condition,response,predictability,sentences,response_words,sentence_words,word_count
214,n-25,a,no one was inured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'inured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",6
210,n-25,a,noone was injured in the crash,(H),no one was injured in the crash.,"['none', 'was', 'injured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",5
213,n-25,a,no one was injured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'injured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",7
212,n-25,a,no one would        crush,(H),no one was injured in the crash.,"['no', 'one', 'would', 'crush']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",2
106,n-26,b,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
105,n-26,b,the bomb exploded with a blast,(L),the old man thinks about the mast.,"['the', 'bomb', 'exploded', 'with', 'a', 'blast']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",1
109,n-26,b,they marched to the beat of the drum,(L),the old man thinks about the mast.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",2
107,n-26,b,ruth called the water down the drain,(L),the old man thinks about the mast.,"['ruth', 'called', 'the', 'water', 'down', 'the', 'drain']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",2
104,n-26,a,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
103,n-26,a,the old man thinks about the masked,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'masked']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
102,n-26,a,the old man thinks about the most.,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'most', '.']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",7
101,n-26,a,the old man thinks about the last.,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'last', '.']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",7
100,n-26,a,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
108,n-26,b,nancy had considered the sleeves,(L),the old man thinks about the mast.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",1
209,n-27,b,roof caught the rain down the drain,(H),the sailor swabbed the deck.,"['roof', 'caught', 'the', 'rain', 'down', 'the', 'drain']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",2
208,n-27,b,robb could have known about the spoon,(H),the sailor swabbed the deck.,"['robb', 'could', 'have', 'known', 'about', 'the', 'spoon']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
207,n-27,b,lubricate the bike with grease,(H),the sailor swabbed the deck.,"['lubricate', 'the', 'bike', 'with', 'grease']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
206,n-27,b,the sailor swop the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'swop', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
205,n-27,b,the farmer harvested his crops,(H),the sailor swabbed the deck.,"['the', 'farmer', 'harvested', 'his', 'crops']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
204,n-27,a,the sailors swapped the deck,(H),the sailor swabbed the deck.,"['the', 'sailors', 'swapped', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
203,n-27,a,the sailor scrubbed the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'scrubbed', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
202,n-27,a,the sales   got the duck.,(H),the sailor swabbed the deck.,"['the', 'sales', 'got', 'the', 'duck', '.']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
200,n-27,a,the sailor swapped the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'swapped', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
201,n-27,a,the status on the eck.,(H),the sailor swabbed the deck.,"['the', 'status', 'on', 'the', 'neck', '.']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
55,n-28,b,the old man thinks about the mast,(L),tom will discuss the swan.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mast']","['tom', 'will', 'discuss', 'the', 'swan', '.']",2
58,n-28,b,tom will discuss the swan,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'swan']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
57,n-28,b,nancy should consider the fist,(L),tom will discuss the swan.,"['nancy', 'should', 'consider', 'the', 'fist']","['tom', 'will', 'discuss', 'the', 'swan', '.']",1
56,n-28,b,tom will discuss the swan ,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'swan']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
53,n-28,a,thom will discuss this one,(L),tom will discuss the swan.,"['thom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",2
54,n-28,a,tom will discuss this one,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
52,n-28,a,tom was discussed the swarm.,(L),tom will discuss the swan.,"['tom', 'was', 'discussed', 'the', 'swarm', '.']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
51,n-28,a,tom will discuss the wamp.,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'camp', '.']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
50,n-28,a,tom will disucss this one,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
59,n-28,b,after his bath he wore a robe,(L),tom will discuss the swan.,"['after', 'his', 'bath', 'he', 'wore', 'a', 'robe']","['tom', 'will', 'discuss', 'the', 'swan', '.']",0
190,n-29,a,i was interested in the breath,(L),ann was interested in the breath.,"['i', 'was', 'interested', 'in', 'the', 'breath']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
199,n-29,b,the soup was served in a bowl,(L),ann was interested in the breath.,"['the', 'soup', 'was', 'served', 'in', 'a', 'bowl']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",3
198,n-29,b,the boy gave the football a kick,(L),ann was interested in the breath.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",2
197,n-29,b,the boy gave the football a kick,(L),ann was interested in the breath.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",2
196,n-29,b,i'm interested in the blest,(L),ann was interested in the breath.,"['i', 'am', 'interested', 'in', 'the', 'blest']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",3
195,n-29,b,bill heard tom called about the coach,(L),ann was interested in the breath.,"['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",1
194,n-29,a,an was in..... in the breath,(L),ann was interested in the breath.,"['an', 'was', 'in', None, 'in', 'the', 'breath']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
193,n-29,a,anne was interested in the breath,(L),ann was interested in the breath.,"['anne', 'was', 'interested', 'in', 'the', 'breath']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
191,n-29,a,i was interested in the bread.,(L),ann was interested in the breath.,"['i', 'was', 'interested', 'in', 'the', 'bread', '.']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
192,n-29,a,i was interested in the bless.,(L),ann was interested in the breath.,"['i', 'was', 'interested', 'in', 'the', 'bless', '.']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
241,n-30,a,this nasal spray if i miss.,(H),this nozzle sprays a fine mist.,"['this', 'nasal', 'spray', 'if', 'i', 'miss', '.']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",2
242,n-30,a,this         fine mist.,(H),this nozzle sprays a fine mist.,"['this', 'fine', 'mist', '.']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",4
243,n-30,a,this nozzle sprays a fine mist,(H),this nozzle sprays a fine mist.,"['this', 'nozzle', 'sprays', 'a', 'fine', 'mist']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",6
244,n-30,a,this nozzle sprays a fine mist,(H),this nozzle sprays a fine mist.,"['this', 'nozzle', 'sprays', 'a', 'fine', 'mist']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",6
245,n-30,b,tom could not discuss the bark,(H),this nozzle sprays a fine mist.,"['tom', 'could', 'not', 'discuss', 'the', 'bark']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",0
246,n-30,b,this      about the   ,(H),this nozzle sprays a fine mist.,"['this', 'about', 'the']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",1
247,n-30,b,ruth hope he heard about the hips,(H),this nozzle sprays a fine mist.,"['ruth', 'hope', 'he', 'heard', 'about', 'the', 'hips']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",0
240,n-30,a,this nozzel sprays a fine mist,(H),this nozzle sprays a fine mist.,"['this', 'nozzle', 'sprays', 'a', 'fine', 'mist']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",6
248,n-30,b,roof poured the water down the drain,(H),this nozzle sprays a fine mist.,"['roof', 'poured', 'the', 'water', 'down', 'the', 'drain']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",0
249,n-30,b,bill heard tom call about the coach,(H),this nozzle sprays a fine mist.,"['bill', 'heard', 'tom', 'call', 'about', 'the', 'coach']","['this', 'nozzle', 'sprays', 'a', 'fine', 'mist', '.']",0
345,n-31,b,no one was injured in the crash,(L),ruth hopes he heard about the hips.,"['no', 'one', 'was', 'injured', 'in', 'the', 'crash']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",1
347,n-31,b,the cop wore a bullet proof west,(L),ruth hopes he heard about the hips.,"['the', 'cop', 'wore', 'a', 'bullet', 'proof', 'west']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",1
346,n-31,b,roof      heap about the ,(L),ruth hopes he heard about the hips.,"['roof', 'heap', 'about', 'the']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",2
344,n-31,a,ruth hoped he heard about the hibs,(L),ruth hopes he heard about the hips.,"['ruth', 'hoped', 'he', 'heard', 'about', 'the', 'his']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",5
340,n-31,a,roof hopes he heard about the hips??,(L),ruth hopes he heard about the hips.,"['roof', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '?', '?']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",6
342,n-31,a,           heard about the hint. ,(L),ruth hopes he heard about the hips.,"['heard', 'about', 'the', 'hint', '.']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",4
341,n-31,a,ruth sould have known about the hips.,(L),ruth hopes he heard about the hips.,"['ruth', 'would', 'have', 'known', 'about', 'the', 'hips', '.']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",5
348,n-31,b,the fruit was shipped in wooden crates,(L),ruth hopes he heard about the hips.,"['the', 'fruit', 'was', 'shipped', 'in', 'wooden', 'crates']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",1
343,n-31,a,ruth hooks she heard about the hips,(L),ruth hopes he heard about the hips.,"['ruth', 'hooks', 'she', 'heard', 'about', 'the', 'hips']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",5
349,n-31,b,lubricate the bike with grease,(L),ruth hopes he heard about the hips.,"['lubricate', 'the', 'bike', 'with', 'grease']","['ruth', 'hopes', 'he', 'heard', 'about', 'the', 'hips', '.']",1
111,n-32,a,thomas is talking about the fee.,(L),tom is talking about the fee.,"['thomas', 'is', 'talking', 'about', 'the', 'fee', '.']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",6
119,n-32,b,we should have considered the jews,(L),tom is talking about the fee.,"['we', 'should', 'have', 'considered', 'the', 'jews']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",1
117,n-32,b,"i can't guess, so give me a hint",(L),tom is talking about the fee.,"['i', 'ca', 'not', 'guess', ',', 'so', 'give', 'me', 'a', 'hint']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",0
116,n-32,b,tom is talking about the fee,(L),tom is talking about the fee.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",6
115,n-32,b,you were considering the game,(L),tom is talking about the fee.,"['you', 'were', 'considering', 'the', 'game']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",1
114,n-32,a,tom is talking about the fee,(L),tom is talking about the fee.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",6
113,n-32,a,thom is talking about the fee,(L),tom is talking about the fee.,"['thom', 'is', 'talking', 'about', 'the', 'fee']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",5
112,n-32,a,tom is talking about the fee.,(L),tom is talking about the fee.,"['tom', 'is', 'talking', 'about', 'the', 'fee', '.']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",7
110,n-32,a,tom is talking about the fee,(L),tom is talking about the fee.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",6
118,n-32,b,the farmer harvested his crop,(L),tom is talking about the fee.,"['the', 'farmer', 'harvested', 'his', 'crop']","['tom', 'is', 'talking', 'about', 'the', 'fee', '.']",1
